product_id,product_name,jumlah_penjualan,harga,diskon,status
P02471,Produk 2471,161,155319,14,Laris
P02472,Produk 2472,173,113739,13,Tidak
P02473,Produk 2473,179,107324,18,Laris
P02474,Produk 2474,148,126256,16,Laris
P02475,Produk 2475,244,133681,13,Tidak
P02476,Produk 2476,202,102596,12,Tidak
P02477,Produk 2477,151,92534,4,Tidak
P02478,Produk 2478,188,89288,15,Laris
P02479,Produk 2479,229,126921,10,Tidak
P02480,Produk 2480,153,127285,6,Laris
P02481,Produk 2481,176,86132,19,Laris
P02482,Produk 2482,119,74436,13,Tidak
P02483,Produk 2483,139,97726,20,Laris
P02484,Produk 2484,56,68865,11,Tidak
P02485,Produk 2485,155,89909,21,Laris
P02486,Produk 2486,219,154590,7,Tidak
P02487,Produk 2487,201,118170,8,Tidak
P02488,Produk 2488,162,97705,19,Laris
P02489,Produk 2489,231,81954,9,Laris
P02490,Produk 2490,233,134925,10,Tidak
P02491,Produk 2491,184,96966,15,Tidak
P02492,Produk 2492,151,109818,17,Laris
P02493,Produk 2493,175,131634,11,Laris
P02494,Produk 2494,174,103033,15,Laris
P02495,Produk 2495,160,92063,17,Laris
P02496,Produk 2496,171,101361,16,Laris
P02497,Produk 2497,120,78184,13,Tidak
P02498,Produk 2498,80,49866,11,Tidak
P02499,Produk 2499,133,60063,16,Tidak
P02500,Produk 2500,184,96255,14,Laris
P02501,Produk 2501,207,82062,12,Tidak
P02502,Produk 2502,180,129214,10,Tidak
P02503,Produk 2503,171,123647,14,Laris
P02504,Produk 2504,230,97796,9,Laris
P02505,Produk 2505,165,93936,21,Laris
P02506,Produk 2506,141,91884,12,Tidak
P02507,Produk 2507,177,136222,9,Laris
P02508,Produk 2508,205,129900,10,Tidak
P02509,Produk 2509,118,136551,16,Laris
P02510,Produk 2510,143,117446,12,Tidak
P02511,Produk 2511,139,113298,18,Laris
P02512,Produk 2512,142,102129,17,Laris
P02513,Produk 2513,142,104253,17,Laris
P02514,Produk 2514,173,125325,7,Tidak
P02515,Produk 2515,159,104874,16,Laris
P02516,Produk 2516,134,113334,18,Laris
P02517,Produk 2517,186,151544,9,Laris
P02518,Produk 2518,160,127515,15,Laris
P02519,Produk 2519,142,147069,16,Laris
P02520,Produk 2520,193,125930,8,Tidak
P02521,Produk 2521,144,115732,9,Tidak
P02522,Produk 2522,166,126648,7,Tidak
P02523,Produk 2523,167,96918,13,Tidak
P02524,Produk 2524,193,136694,5,Tidak
P02525,Produk 2525,132,148016,14,Laris
P02526,Produk 2526,126,92181,8,Tidak
P02527,Produk 2527,165,89320,18,Laris
P02528,Produk 2528,156,101010,14,Laris
P02529,Produk 2529,162,146969,3,Tidak
P02530,Produk 2530,142,134309,16,Laris
P02531,Produk 2531,188,61343,21,Laris
P02532,Produk 2532,114,113955,21,Laris
P02533,Produk 2533,144,98812,12,Tidak
P02534,Produk 2534,139,107687,17,Laris
P02535,Produk 2535,142,133401,13,Laris
P02536,Produk 2536,212,120118,5,Tidak
P02537,Produk 2537,175,116720,14,Laris
P02538,Produk 2538,221,128512,7,Tidak
P02539,Produk 2539,202,121667,8,Tidak
P02540,Produk 2540,206,127372,10,Tidak
P02541,Produk 2541,151,103629,18,Laris
P02542,Produk 2542,150,135726,15,Laris
P02543,Produk 2543,123,149783,17,Laris
P02544,Produk 2544,123,105503,22,Laris
P02545,Produk 2545,197,109819,9,Tidak
P02546,Produk 2546,166,110374,14,Tidak
P02547,Produk 2547,223,92240,12,Laris
P02548,Produk 2548,176,93890,17,Laris
P02549,Produk 2549,200,135940,8,Tidak
P02550,Produk 2550,184,145841,8,Laris
P02551,Produk 2551,198,93021,15,Laris
P02552,Produk 2552,159,97423,19,Laris
P02553,Produk 2553,151,71473,22,Laris
P02554,Produk 2554,260,163018,5,Tidak
P02555,Produk 2555,132,95458,19,Laris
P02556,Produk 2556,256,164618,7,Tidak
P02557,Produk 2557,137,131106,12,Tidak
P02558,Produk 2558,114,90471,12,Tidak
P02559,Produk 2559,139,122628,18,Laris
P02560,Produk 2560,193,104436,16,Laris
P02561,Produk 2561,204,103827,14,Laris
P02562,Produk 2562,173,93871,19,Laris
P02563,Produk 2563,229,101940,11,Tidak
P02564,Produk 2564,88,65560,14,Tidak
P02565,Produk 2565,205,120325,9,Laris
P02566,Produk 2566,192,74561,18,Laris
P02567,Produk 2567,178,77896,12,Tidak
P02568,Produk 2568,169,99106,16,Laris
P02569,Produk 2569,132,71975,16,Tidak
P02570,Produk 2570,161,90443,17,Laris
P02571,Produk 2571,151,102215,17,Laris
P02572,Produk 2572,102,127271,21,Laris
P02573,Produk 2573,159,86002,18,Laris
P02574,Produk 2574,135,117546,16,Laris
P02575,Produk 2575,115,59618,16,Tidak
P02576,Produk 2576,216,94862,13,Laris
P02577,Produk 2577,136,82387,9,Tidak
P02578,Produk 2578,196,94629,15,Tidak
P02579,Produk 2579,206,146601,15,Tidak
P02580,Produk 2580,181,84054,16,Laris
P02581,Produk 2581,155,108512,16,Laris
P02582,Produk 2582,163,125037,14,Laris
P02583,Produk 2583,184,104989,14,Laris
P02584,Produk 2584,155,126577,20,Laris
P02585,Produk 2585,148,145491,14,Laris
P02586,Produk 2586,103,73578,12,Tidak
P02587,Produk 2587,205,118223,6,Tidak
P02588,Produk 2588,127,92666,13,Tidak
P02589,Produk 2589,194,114594,5,Tidak
P02590,Produk 2590,135,99100,11,Tidak
P02591,Produk 2591,158,143692,10,Laris
P02592,Produk 2592,264,131003,10,Laris
P02593,Produk 2593,159,114882,8,Tidak
P02594,Produk 2594,181,103951,16,Laris
P02595,Produk 2595,231,145038,6,Tidak
P02596,Produk 2596,177,126644,8,Tidak
P02597,Produk 2597,192,143503,5,Tidak
P02598,Produk 2598,182,127156,9,Tidak
P02599,Produk 2599,209,101822,16,Laris
P02600,Produk 2600,150,122011,15,Laris
P02601,Produk 2601,144,77051,20,Laris
P02602,Produk 2602,164,161592,7,Laris
P02603,Produk 2603,156,105642,17,Laris
P02604,Produk 2604,167,89443,18,Laris
P02605,Produk 2605,173,91567,13,Tidak
P02606,Produk 2606,179,100972,15,Laris
P02607,Produk 2607,121,52485,9,Tidak
P02608,Produk 2608,98,64923,12,Tidak
P02609,Produk 2609,133,101537,21,Laris
P02610,Produk 2610,184,122627,5,Tidak
P02611,Produk 2611,130,128299,9,Tidak
P02612,Produk 2612,161,117053,15,Laris
P02613,Produk 2613,203,93514,7,Tidak
P02614,Produk 2614,177,93472,16,Laris
P02615,Produk 2615,161,137333,11,Tidak
P02616,Produk 2616,176,117240,9,Laris
P02617,Produk 2617,115,87872,12,Tidak
P02618,Produk 2618,163,86496,20,Tidak
P02619,Produk 2619,184,113905,9,Tidak
P02620,Produk 2620,130,81927,9,Laris
P02621,Produk 2621,156,147824,11,Laris
P02622,Produk 2622,134,116705,9,Tidak
P02623,Produk 2623,214,137739,8,Laris
P02624,Produk 2624,175,156896,6,Tidak
P02625,Produk 2625,192,141335,6,Tidak
P02626,Produk 2626,140,125132,8,Tidak
P02627,Produk 2627,143,104971,5,Laris
P02628,Produk 2628,237,163079,5,Tidak
P02629,Produk 2629,199,133220,12,Tidak
P02630,Produk 2630,192,116513,14,Laris
P02631,Produk 2631,216,125174,10,Tidak
P02632,Produk 2632,174,93104,13,Tidak
P02633,Produk 2633,145,105035,18,Laris
P02634,Produk 2634,109,100486,22,Laris
P02635,Produk 2635,185,91335,9,Tidak
P02636,Produk 2636,257,82558,8,Laris
P02637,Produk 2637,176,153987,8,Laris
P02638,Produk 2638,170,142846,8,Tidak
P02639,Produk 2639,159,125356,12,Laris
P02640,Produk 2640,169,106904,8,Tidak
P02641,Produk 2641,172,122499,7,Tidak
P02642,Produk 2642,151,142941,12,Laris
P02643,Produk 2643,139,128598,17,Tidak
P02644,Produk 2644,171,103335,16,Laris
P02645,Produk 2645,198,94024,15,Laris
P02646,Produk 2646,215,125509,11,Tidak
P02647,Produk 2647,109,53539,11,Tidak
P02648,Produk 2648,126,137819,9,Tidak
P02649,Produk 2649,198,151929,4,Tidak
P02650,Produk 2650,188,78084,19,Laris
P02651,Produk 2651,204,150173,8,Laris
P02652,Produk 2652,165,93421,15,Laris
P02653,Produk 2653,198,141727,9,Tidak
P02654,Produk 2654,165,94399,9,Tidak
P02655,Produk 2655,203,121014,9,Tidak
P02656,Produk 2656,111,105231,13,Tidak
P02657,Produk 2657,161,105937,19,Laris
P02658,Produk 2658,195,100418,7,Tidak
P02659,Produk 2659,211,112877,12,Tidak
P02660,Produk 2660,203,108206,13,Tidak
P02661,Produk 2661,70,79942,16,Tidak
P02662,Produk 2662,166,105638,17,Laris
P02663,Produk 2663,196,85648,13,Laris
P02664,Produk 2664,135,96555,10,Tidak
P02665,Produk 2665,211,104375,13,Laris
P02666,Produk 2666,165,131189,15,Laris
P02667,Produk 2667,202,124296,14,Tidak
P02668,Produk 2668,195,98386,13,Laris
P02669,Produk 2669,126,121541,21,Laris
P02670,Produk 2670,205,88243,14,Laris
P02671,Produk 2671,73,29563,16,Tidak
P02672,Produk 2672,163,129853,12,Tidak
P02673,Produk 2673,153,123618,16,Laris
P02674,Produk 2674,119,86310,5,Tidak
P02675,Produk 2675,165,76674,20,Tidak
P02676,Produk 2676,166,61869,8,Tidak
P02677,Produk 2677,201,89833,14,Laris
P02678,Produk 2678,110,86249,25,Laris
P02679,Produk 2679,182,117510,6,Tidak
P02680,Produk 2680,164,80425,20,Laris
P02681,Produk 2681,102,143956,5,Tidak
P02682,Produk 2682,271,154050,7,Tidak
P02683,Produk 2683,121,74849,22,Tidak
P02684,Produk 2684,160,123889,16,Laris
P02685,Produk 2685,164,111823,16,Laris
P02686,Produk 2686,188,134900,11,Laris
P02687,Produk 2687,204,65905,17,Tidak
P02688,Produk 2688,159,121351,14,Laris
P02689,Produk 2689,143,91837,10,Tidak
P02690,Produk 2690,118,108469,20,Laris
P02691,Produk 2691,195,93587,12,Tidak
P02692,Produk 2692,108,59212,8,Tidak
P02693,Produk 2693,205,117647,11,Laris
P02694,Produk 2694,192,126454,3,Tidak
P02695,Produk 2695,121,108491,20,Laris
P02696,Produk 2696,173,107877,16,Laris
P02697,Produk 2697,130,107173,23,Laris
P02698,Produk 2698,157,93808,11,Laris
P02699,Produk 2699,207,157557,8,Tidak
P02700,Produk 2700,206,95172,12,Tidak
P02701,Produk 2701,210,85034,17,Laris
P02702,Produk 2702,79,109793,23,Laris
P02703,Produk 2703,175,86184,18,Laris
P02704,Produk 2704,194,94081,15,Laris
P02705,Produk 2705,159,84993,16,Laris
P02706,Produk 2706,135,128200,16,Laris
P02707,Produk 2707,174,109943,17,Laris
P02708,Produk 2708,143,121071,8,Tidak
P02709,Produk 2709,193,135602,3,Tidak
P02710,Produk 2710,174,123182,16,Laris
P02711,Produk 2711,203,99769,14,Laris
P02712,Produk 2712,192,115425,7,Tidak
P02713,Produk 2713,87,58674,8,Tidak
P02714,Produk 2714,123,95395,12,Tidak
P02715,Produk 2715,154,99862,18,Laris
P02716,Produk 2716,177,113408,16,Tidak
P02717,Produk 2717,207,150135,6,Tidak
P02718,Produk 2718,131,73622,21,Laris
P02719,Produk 2719,99,128158,13,Tidak
P02720,Produk 2720,115,123651,22,Laris
P02721,Produk 2721,170,145783,5,Laris
P02722,Produk 2722,155,110722,18,Laris
P02723,Produk 2723,212,76531,14,Laris
P02724,Produk 2724,218,95955,12,Laris
P02725,Produk 2725,107,95997,11,Tidak
P02726,Produk 2726,151,68571,9,Laris
P02727,Produk 2727,131,115356,21,Laris
P02728,Produk 2728,148,129796,12,Tidak
P02729,Produk 2729,127,130974,20,Laris
P02730,Produk 2730,164,111298,11,Tidak
P02731,Produk 2731,142,91329,20,Laris
P02732,Produk 2732,176,102848,18,Laris
P02733,Produk 2733,144,99405,20,Laris
P02734,Produk 2734,115,71001,8,Tidak
P02735,Produk 2735,198,153242,7,Tidak
P02736,Produk 2736,148,135951,14,Laris
P02737,Produk 2737,196,93954,16,Laris
P02738,Produk 2738,182,133736,6,Tidak
P02739,Produk 2739,79,87974,8,Tidak
P02740,Produk 2740,167,122673,13,Laris
P02741,Produk 2741,185,140589,10,Laris
P02742,Produk 2742,186,98733,11,Tidak
P02743,Produk 2743,129,99962,11,Tidak
P02744,Produk 2744,176,101644,17,Laris
P02745,Produk 2745,166,128751,7,Tidak
P02746,Produk 2746,112,100444,21,Laris
P02747,Produk 2747,178,69699,23,Laris
P02748,Produk 2748,126,129576,15,Laris
P02749,Produk 2749,202,93623,14,Laris
P02750,Produk 2750,87,74378,14,Tidak
P02751,Produk 2751,136,99858,18,Laris
P02752,Produk 2752,167,120311,14,Tidak
P02753,Produk 2753,148,122722,15,Laris
P02754,Produk 2754,167,124613,11,Laris
P02755,Produk 2755,206,143755,9,Tidak
P02756,Produk 2756,122,108133,18,Laris
P02757,Produk 2757,181,117192,14,Laris
P02758,Produk 2758,162,112492,14,Tidak
P02759,Produk 2759,178,119757,13,Laris
P02760,Produk 2760,121,121398,9,Tidak
P02761,Produk 2761,195,106608,11,Laris
P02762,Produk 2762,178,106261,14,Tidak
P02763,Produk 2763,175,109608,17,Laris
P02764,Produk 2764,168,124505,10,Tidak
P02765,Produk 2765,114,83419,24,Laris
P02766,Produk 2766,147,111295,18,Laris
P02767,Produk 2767,239,163107,10,Tidak
P02768,Produk 2768,184,90813,16,Laris
P02769,Produk 2769,95,97016,12,Tidak
P02770,Produk 2770,241,133214,9,Tidak
P02771,Produk 2771,130,135380,8,Tidak
P02772,Produk 2772,176,45423,24,Laris
P02773,Produk 2773,234,110618,14,Tidak
P02774,Produk 2774,178,101106,10,Tidak
P02775,Produk 2775,178,100847,14,Tidak
P02776,Produk 2776,215,88447,17,Laris
P02777,Produk 2777,183,129789,7,Tidak
P02778,Produk 2778,176,100733,10,Tidak
P02779,Produk 2779,99,52062,13,Tidak
P02780,Produk 2780,211,127209,11,Tidak
P02781,Produk 2781,127,103198,20,Laris
P02782,Produk 2782,164,164233,10,Laris
P02783,Produk 2783,134,138141,13,Laris
P02784,Produk 2784,151,102874,13,Tidak
P02785,Produk 2785,129,129573,15,Laris
P02786,Produk 2786,137,97521,9,Tidak
P02787,Produk 2787,156,117684,10,Tidak
P02788,Produk 2788,128,49497,25,Laris
P02789,Produk 2789,136,70452,24,Laris
P02790,Produk 2790,169,130389,13,Tidak
P02791,Produk 2791,226,86419,13,Laris
P02792,Produk 2792,179,109537,14,Laris
P02793,Produk 2793,127,98404,17,Laris
P02794,Produk 2794,191,104558,10,Tidak
P02795,Produk 2795,124,98086,21,Laris
P02796,Produk 2796,139,73838,9,Tidak
P02797,Produk 2797,116,86213,22,Laris
P02798,Produk 2798,211,119058,8,Tidak
P02799,Produk 2799,128,107376,17,Laris
P02800,Produk 2800,163,97083,16,Laris
P02801,Produk 2801,125,106172,9,Tidak
P02802,Produk 2802,100,50823,16,Tidak
P02803,Produk 2803,170,121525,13,Tidak
P02804,Produk 2804,123,104710,11,Tidak
P02805,Produk 2805,185,122295,13,Laris
P02806,Produk 2806,168,119092,14,Laris
P02807,Produk 2807,205,110192,12,Tidak
P02808,Produk 2808,161,92702,20,Tidak
P02809,Produk 2809,221,117661,8,Tidak
P02810,Produk 2810,159,117901,18,Laris
P02811,Produk 2811,118,99220,24,Laris
P02812,Produk 2812,159,124530,7,Tidak
P02813,Produk 2813,162,130335,16,Laris
P02814,Produk 2814,196,120909,5,Tidak
P02815,Produk 2815,137,144927,14,Tidak
P02816,Produk 2816,197,80421,17,Laris
P02817,Produk 2817,112,68187,13,Tidak
P02818,Produk 2818,148,90797,13,Tidak
P02819,Produk 2819,200,145500,8,Tidak
P02820,Produk 2820,176,127051,13,Laris
P02821,Produk 2821,190,97740,14,Laris
P02822,Produk 2822,178,127379,13,Laris
P02823,Produk 2823,176,82742,8,Tidak
P02824,Produk 2824,180,129415,8,Tidak
P02825,Produk 2825,178,115259,8,Tidak
P02826,Produk 2826,178,97554,15,Laris
P02827,Produk 2827,187,135400,10,Tidak
P02828,Produk 2828,164,106896,6,Laris
P02829,Produk 2829,203,84531,16,Laris
P02830,Produk 2830,169,110176,16,Laris
P02831,Produk 2831,174,117150,14,Laris
P02832,Produk 2832,166,121796,4,Tidak
P02833,Produk 2833,202,110311,12,Laris
P02834,Produk 2834,183,129711,8,Tidak
P02835,Produk 2835,230,83002,14,Laris
P02836,Produk 2836,190,106370,12,Laris
P02837,Produk 2837,126,97128,14,Tidak
P02838,Produk 2838,123,109430,8,Tidak
P02839,Produk 2839,101,64582,11,Tidak
P02840,Produk 2840,170,112744,15,Laris
P02841,Produk 2841,167,117898,7,Tidak
P02842,Produk 2842,167,138889,8,Tidak
P02843,Produk 2843,238,145562,8,Tidak
P02844,Produk 2844,124,91862,22,Laris
P02845,Produk 2845,148,108047,11,Tidak
P02846,Produk 2846,171,135596,11,Laris
P02847,Produk 2847,146,70337,13,Tidak
P02848,Produk 2848,141,96265,8,Tidak
P02849,Produk 2849,130,73541,7,Tidak
P02850,Produk 2850,106,51881,12,Tidak
P02851,Produk 2851,186,104359,16,Laris
P02852,Produk 2852,207,105436,7,Tidak
P02853,Produk 2853,126,64118,10,Tidak
P02854,Produk 2854,144,105078,19,Laris
P02855,Produk 2855,132,101541,20,Laris
P02856,Produk 2856,193,92947,15,Laris
P02857,Produk 2857,172,102171,19,Laris
P02858,Produk 2858,148,79099,20,Laris
P02859,Produk 2859,161,98514,11,Tidak
P02860,Produk 2860,196,87110,12,Tidak
P02861,Produk 2861,175,87337,9,Tidak
P02862,Produk 2862,148,116398,18,Laris
P02863,Produk 2863,143,112530,18,Laris
P02864,Produk 2864,205,112033,13,Laris
P02865,Produk 2865,170,116591,12,Laris
P02866,Produk 2866,160,104376,6,Tidak
P02867,Produk 2867,186,113273,17,Laris
P02868,Produk 2868,206,91317,16,Laris
P02869,Produk 2869,140,89051,19,Laris
P02870,Produk 2870,222,143493,8,Tidak
P02871,Produk 2871,173,82408,8,Tidak
P02872,Produk 2872,162,85495,18,Laris
P02873,Produk 2873,99,100501,22,Laris
P02874,Produk 2874,161,101239,19,Laris
P02875,Produk 2875,202,158025,6,Tidak
P02876,Produk 2876,155,124705,16,Laris
P02877,Produk 2877,220,148215,7,Tidak
P02878,Produk 2878,222,107980,7,Laris
P02879,Produk 2879,170,105341,13,Tidak
P02880,Produk 2880,125,138530,8,Tidak
P02881,Produk 2881,124,81524,8,Tidak
P02882,Produk 2882,200,93077,13,Laris
P02883,Produk 2883,166,52081,20,Laris
P02884,Produk 2884,214,119786,11,Laris
P02885,Produk 2885,252,149126,2,Tidak
P02886,Produk 2886,178,82301,9,Tidak
P02887,Produk 2887,134,141264,17,Laris
P02888,Produk 2888,142,125239,15,Laris
P02889,Produk 2889,174,48051,23,Laris
P02890,Produk 2890,150,122601,11,Tidak
P02891,Produk 2891,203,109456,13,Laris
P02892,Produk 2892,181,107591,14,Laris
P02893,Produk 2893,206,142111,5,Tidak
P02894,Produk 2894,101,79309,12,Tidak
P02895,Produk 2895,145,127395,15,Laris
P02896,Produk 2896,176,144446,11,Laris
P02897,Produk 2897,137,109075,11,Tidak
P02898,Produk 2898,209,158648,8,Tidak
P02899,Produk 2899,190,99166,14,Tidak
P02900,Produk 2900,109,119734,10,Tidak
P02901,Produk 2901,196,118833,8,Tidak
P02902,Produk 2902,168,119403,7,Tidak
P02903,Produk 2903,184,91152,10,Tidak
P02904,Produk 2904,144,106055,19,Laris
P02905,Produk 2905,146,99923,18,Laris
P02906,Produk 2906,184,98072,17,Laris
P02907,Produk 2907,209,164688,5,Tidak
P02908,Produk 2908,161,152339,12,Laris
P02909,Produk 2909,141,92430,9,Tidak
P02910,Produk 2910,170,90108,18,Laris
P02911,Produk 2911,129,131525,18,Laris
P02912,Produk 2912,118,82106,9,Tidak
P02913,Produk 2913,215,94247,8,Tidak
P02914,Produk 2914,192,95098,7,Tidak
P02915,Produk 2915,163,114909,12,Laris
P02916,Produk 2916,180,59670,19,Laris
P02917,Produk 2917,158,135617,10,Tidak
P02918,Produk 2918,90,84099,11,Tidak
P02919,Produk 2919,165,133987,7,Tidak
P02920,Produk 2920,166,85309,17,Laris
P02921,Produk 2921,156,134290,9,Laris
P02922,Produk 2922,137,66540,14,Tidak
P02923,Produk 2923,135,101171,20,Laris
P02924,Produk 2924,123,111370,13,Tidak
P02925,Produk 2925,192,120749,9,Tidak
P02926,Produk 2926,213,150478,9,Tidak
P02927,Produk 2927,157,86108,21,Laris
P02928,Produk 2928,209,111118,11,Tidak
P02929,Produk 2929,181,133753,2,Tidak
P02930,Produk 2930,145,84927,19,Laris
P02931,Produk 2931,176,115099,12,Tidak
P02932,Produk 2932,190,114362,13,Laris
P02933,Produk 2933,155,88552,6,Tidak
P02934,Produk 2934,201,146643,9,Tidak
P02935,Produk 2935,169,106930,17,Laris
P02936,Produk 2936,176,113026,18,Laris
P02937,Produk 2937,179,107064,15,Laris
P02938,Produk 2938,175,113071,16,Laris
P02939,Produk 2939,181,148368,12,Laris
P02940,Produk 2940,145,83531,23,Laris
P02941,Produk 2941,141,121905,19,Laris
P02942,Produk 2942,175,135305,14,Tidak
P02943,Produk 2943,197,102036,14,Laris
P02944,Produk 2944,131,68748,25,Laris
P02945,Produk 2945,199,80905,13,Laris
P02946,Produk 2946,158,67872,20,Laris
P02947,Produk 2947,98,85504,12,Tidak
P02948,Produk 2948,173,139288,8,Tidak
P02949,Produk 2949,153,95143,17,Laris
P02950,Produk 2950,103,60412,8,Tidak
P02951,Produk 2951,203,135548,10,Laris
P02952,Produk 2952,191,97111,14,Laris
P02953,Produk 2953,195,168540,6,Tidak
P02954,Produk 2954,219,104324,11,Laris
P02955,Produk 2955,187,71628,14,Laris
P02956,Produk 2956,177,119759,9,Tidak
P02957,Produk 2957,141,93024,12,Tidak
P02958,Produk 2958,153,104327,18,Laris
P02959,Produk 2959,161,122431,12,Tidak
P02960,Produk 2960,141,86879,20,Laris
P02961,Produk 2961,195,73874,17,Laris
P02962,Produk 2962,98,101242,27,Tidak
P02963,Produk 2963,179,102925,8,Tidak
P02964,Produk 2964,154,92069,14,Tidak
P02965,Produk 2965,159,112649,9,Tidak
P02966,Produk 2966,140,83571,12,Tidak
P02967,Produk 2967,148,151396,9,Tidak
P02968,Produk 2968,178,66991,22,Laris
P02969,Produk 2969,186,84268,13,Laris
P02970,Produk 2970,191,91490,17,Laris
P02971,Produk 2971,134,85122,22,Laris
P02972,Produk 2972,176,81323,15,Laris
P02973,Produk 2973,182,127416,15,Laris
P02974,Produk 2974,219,92803,9,Tidak
P02975,Produk 2975,154,99951,8,Tidak
P02976,Produk 2976,190,152986,7,Laris
P02977,Produk 2977,133,105561,20,Laris
P02978,Produk 2978,174,109542,15,Laris
P02979,Produk 2979,188,75921,21,Laris
P02980,Produk 2980,180,135969,11,Laris
P02981,Produk 2981,180,105221,14,Laris
P02982,Produk 2982,230,194174,5,Tidak
P02983,Produk 2983,164,99070,10,Tidak
P02984,Produk 2984,170,99309,16,Laris
P02985,Produk 2985,145,122939,10,Tidak
P02986,Produk 2986,166,86084,16,Tidak
P02987,Produk 2987,170,65753,20,Laris
P02988,Produk 2988,206,105177,13,Laris
P02989,Produk 2989,219,144033,7,Tidak
P02990,Produk 2990,214,150557,10,Tidak
P02991,Produk 2991,179,92252,16,Laris
P02992,Produk 2992,127,90480,20,Laris
P02993,Produk 2993,219,72883,16,Tidak
P02994,Produk 2994,219,120407,9,Laris
P02995,Produk 2995,182,132420,10,Tidak
P02996,Produk 2996,219,86985,14,Laris
P02997,Produk 2997,71,59484,10,Tidak
P02998,Produk 2998,144,108469,7,Tidak
P02999,Produk 2999,199,147780,4,Laris
P03000,Produk 3000,150,127609,16,Laris
P03001,Produk 3001,156,83981,21,Laris
P03002,Produk 3002,165,93002,19,Laris
P03003,Produk 3003,166,81212,20,Laris
P03004,Produk 3004,150,81333,20,Laris
P03005,Produk 3005,217,88320,13,Tidak
P03006,Produk 3006,133,72891,23,Laris
P03007,Produk 3007,199,112735,4,Tidak
P03008,Produk 3008,159,98865,9,Tidak
P03009,Produk 3009,205,94250,14,Laris
P03010,Produk 3010,154,86520,11,Tidak
P03011,Produk 3011,139,109950,19,Laris
P03012,Produk 3012,142,112886,11,Tidak
P03013,Produk 3013,138,114640,18,Laris
P03014,Produk 3014,185,97770,17,Laris
P03015,Produk 3015,153,86117,12,Tidak
P03016,Produk 3016,170,86131,10,Tidak
P03017,Produk 3017,152,152112,9,Tidak
P03018,Produk 3018,110,113207,19,Laris
P03019,Produk 3019,228,142433,6,Tidak
P03020,Produk 3020,107,92975,25,Laris
P03021,Produk 3021,167,120608,7,Tidak
P03022,Produk 3022,202,109997,11,Tidak
P03023,Produk 3023,148,78837,20,Laris
P03024,Produk 3024,156,126568,15,Laris
P03025,Produk 3025,202,115438,10,Tidak
P03026,Produk 3026,177,76825,19,Laris
P03027,Produk 3027,135,120418,20,Laris
P03028,Produk 3028,136,79183,22,Laris
P03029,Produk 3029,163,117816,14,Laris
P03030,Produk 3030,159,85931,10,Tidak
P03031,Produk 3031,99,97635,10,Tidak
P03032,Produk 3032,201,104952,7,Tidak
P03033,Produk 3033,173,109446,6,Laris
P03034,Produk 3034,124,109975,9,Tidak
P03035,Produk 3035,111,87843,25,Laris
P03036,Produk 3036,150,59352,15,Tidak
P03037,Produk 3037,185,78938,17,Laris
P03038,Produk 3038,130,125911,17,Laris
P03039,Produk 3039,157,98876,17,Laris
P03040,Produk 3040,140,86405,4,Tidak
P03041,Produk 3041,208,154066,9,Tidak
P03042,Produk 3042,182,86481,22,Laris
P03043,Produk 3043,241,119707,6,Laris
P03044,Produk 3044,135,110136,9,Tidak
P03045,Produk 3045,118,122076,20,Laris
P03046,Produk 3046,127,127008,8,Tidak
P03047,Produk 3047,171,104732,16,Tidak
P03048,Produk 3048,129,124264,19,Laris
P03049,Produk 3049,82,87279,16,Tidak
P03050,Produk 3050,203,122009,10,Tidak
P03051,Produk 3051,183,65247,18,Tidak
P03052,Produk 3052,186,96221,14,Laris
P03053,Produk 3053,203,115637,14,Laris
P03054,Produk 3054,206,95710,16,Laris
P03055,Produk 3055,163,88251,11,Laris
P03056,Produk 3056,187,71519,13,Tidak
P03057,Produk 3057,193,116034,12,Laris
P03058,Produk 3058,140,106211,4,Tidak
P03059,Produk 3059,107,136055,18,Laris
P03060,Produk 3060,236,135709,6,Tidak
P03061,Produk 3061,152,90419,6,Tidak
P03062,Produk 3062,182,133364,11,Tidak
P03063,Produk 3063,186,113040,14,Laris
P03064,Produk 3064,156,123186,11,Tidak
P03065,Produk 3065,73,54814,14,Tidak
P03066,Produk 3066,134,122452,8,Tidak
P03067,Produk 3067,265,152464,9,Tidak
P03068,Produk 3068,188,71278,16,Laris
P03069,Produk 3069,130,124242,18,Laris
P03070,Produk 3070,141,118206,19,Laris
P03071,Produk 3071,204,143058,8,Tidak
P03072,Produk 3072,189,116592,13,Laris
P03073,Produk 3073,177,102078,16,Laris
P03074,Produk 3074,226,117864,8,Tidak
P03075,Produk 3075,150,100683,19,Laris
P03076,Produk 3076,181,113144,12,Laris
P03077,Produk 3077,214,88410,14,Laris
P03078,Produk 3078,158,120383,18,Laris
P03079,Produk 3079,163,82191,21,Laris
P03080,Produk 3080,163,92349,8,Tidak
P03081,Produk 3081,195,160096,7,Laris
P03082,Produk 3082,179,110821,12,Laris
P03083,Produk 3083,245,128827,6,Tidak
P03084,Produk 3084,149,93974,7,Tidak
P03085,Produk 3085,91,116827,8,Tidak
P03086,Produk 3086,152,103823,16,Laris
P03087,Produk 3087,171,113744,12,Tidak
P03088,Produk 3088,113,77920,14,Tidak
P03089,Produk 3089,215,179778,7,Tidak
P03090,Produk 3090,186,121664,11,Tidak
P03091,Produk 3091,196,72480,17,Laris
